RideID,PickupDateTime,DropoffDateTime,PickupZone,PickupLatitude,PickupLongitude,DropoffZone,DropoffLatitude,DropoffLongitude,DistanceKM,FareAmount,SurgeMultiplier,RideStatus,WaitingTimeMinutes,EstimatedTripDurationMinutes,ActualTripDurationMinutes,DriverID,CustomerID,CancellationReason,DriverRating,CustomerRating
R7737,2024-05-28 02:39:11.676064,2024-05-28 03:01:11.676064,Hitec City,17.442634069396558,78.3714565782892,Hitec City,17.43801218729693,78.36694805236169,0.7,91.4,1.5,Completed,8,23,22,D5,C1,,4,3
R7738,2024-01-22 16:45:16.599484,2024-01-22 17:05:16.599484,Banjara Hills,17.417493203142584,78.4555875405145,Banjara Hills,17.406941200530163,78.44705425576173,1.48,97.76,1.5,Completed,2,21,20,D4,C14,,3,3
R7739,2024-04-26 23:22:07.425919,2024-04-26 23:44:07.425919,Banjara Hills,17.421579673539544,78.45697999666343,Hitec City,17.451973730688877,78.38652658880294,8.2,181.4,1.5,Cancelled by Customer,10,23,22,D8,C15,,5,5
R7740,2024-06-11 02:17:42.515506,2024-06-11 02:40:42.515506,Banjara Hills,17.41677445900375,78.43893007501354,Hitec City,17.450487303034585,78.38335949705522,6.99,168.38,1.5,Completed,9,20,23,D9,C4,,5,4
R7741,2024-04-22 12:11:08.923141,2024-04-22 12:22:08.923141,Gachibowli,17.440818502224637,78.34743761110552,Banjara Hills,17.406994232304264,78.44601935739742,11.11,199.82,1.0,Completed,9,7,11,D5,C6,,5,4
R7742,2024-06-24 01:17:10.265611,2024-06-24 01:47:10.265611,Hitec City,17.446933609271916,78.36930109632912,Gachibowli,17.44757951822672,78.3512800000486,1.91,117.92,1.5,Cancelled by Customer,7,34,30,D7,C6,,5,5
R7743,2024-05-24 04:38:22.944290,2024-05-24 04:55:22.944290,Banjara Hills,17.41626313490463,78.4581019813171,Banjara Hills,17.414779746765717,78.45160978426888,0.71,84.02,1.2,Completed,2,19,17,D3,C14,,3,5
R7744,2024-06-11 08:27:50.488788,2024-06-11 08:37:50.488788,Banjara Hills,17.421557300136666,78.43882251926907,Banjara Hills,17.406984921924835,78.44104603332534,1.64,84.68,1.5,Cancelled by Customer,2,8,10,D3,C5,,3,5
R7745,2024-02-25 20:45:15.474171,2024-02-25 21:20:15.474171,Gachibowli,17.437189629716414,78.35668217587083,Banjara Hills,17.423871515956186,78.44250716241237,9.22,213.14,1.5,Completed,5,32,35,D1,C4,,4,4
R7746,2024-01-17 20:46:22.816812,2024-01-17 20:57:22.816812,Banjara Hills,17.41990442177971,78.44345495191008,Gachibowli,17.44746739094298,78.35834080976781,9.54,180.98,1.5,Completed,8,16,11,D10,C13,,4,5
R7747,2024-03-28 16:42:27.241839,2024-03-28 17:06:27.241839,Banjara Hills,17.423521880671764,78.44824807367694,Hitec City,17.45055641358488,78.3823747076208,7.61,177.32,1.2,Completed,4,21,24,D7,C4,,5,3
R7748,2024-05-02 22:06:41.881751,2024-05-02 22:12:41.881751,Hitec City,17.447513873270527,78.37599411265799,Banjara Hills,17.40975466336118,78.44036281107044,8.02,155.24,1.2,Completed,3,3,6,D5,C10,,4,4
R7749,2024-05-30 03:41:00.810687,2024-05-30 03:48:00.810687,Hitec City,17.448604010537895,78.38118820728681,Hitec City,17.443624723552045,78.37144752821001,1.17,74.54,1.2,Completed,4,7,7,D5,C9,,3,4
R7750,2024-03-10 17:29:41.367143,2024-03-10 18:08:41.367143,Banjara Hills,17.415075527909046,78.45096666810065,Gachibowli,17.45015509847723,78.34704548787786,11.69,248.78,1.0,Cancelled by Customer,2,43,39,D10,C1,,5,4
R7751,2024-04-07 22:51:14.604396,2024-04-07 23:07:14.604396,Hitec City,17.454147487855103,78.37568602727261,Banjara Hills,17.416230840432455,78.44974987884424,8.92,181.04,1.2,Cancelled by Customer,6,20,16,D1,C3,,3,4
R7752,2024-01-03 12:34:25.081233,2024-01-03 13:02:25.081233,Gachibowli,17.43812407811456,78.33936293221305,Hitec City,17.443766406063325,78.3784592095672,4.19,142.28,1.5,Completed,9,24,28,D7,C7,,3,4
R7753,2024-06-24 11:56:55.991701,2024-06-24 12:05:55.991701,Hitec City,17.444836934787816,78.38116089860763,Gachibowli,17.44472058633418,78.3543275808012,2.85,97.7,1.2,Cancelled by Customer,6,5,9,D1,C10,,3,4
R7754,2024-03-07 01:52:39.431130,2024-03-07 02:19:39.431130,Banjara Hills,17.41941797875534,78.45844546743727,Banjara Hills,17.41264459349232,78.44144254790642,1.95,113.9,1.2,Cancelled by Customer,2,24,27,D10,C3,,3,3
R7755,2024-04-12 18:08:10.066238,2024-04-12 18:36:10.066238,Hitec City,17.45573454728637,78.3794907991843,Gachibowli,17.444754984364614,78.35883069069622,2.51,122.12,1.2,Cancelled by Customer,8,29,28,D2,C17,,3,5
R7756,2024-03-16 21:07:13.697163,2024-03-16 21:29:13.697163,Banjara Hills,17.416011344803515,78.43933103951271,Banjara Hills,17.41283829788644,78.4411226651426,0.4,87.8,1.5,Cancelled by Customer,6,24,22,D2,C4,,3,5
R7757,2024-02-10 22:28:53.446583,2024-02-10 22:37:53.446583,Gachibowli,17.44513188867545,78.34176397253967,Hitec City,17.447386569955633,78.37241515210877,3.26,102.62,1.2,Cancelled by Customer,4,13,9,D1,C12,,5,4
R7758,2024-01-10 08:19:27.846283,2024-01-10 08:28:27.846283,Hitec City,17.446984141689654,78.3698694574864,Banjara Hills,17.414059972669346,78.4484124243866,9.1,172.7,1.5,Completed,5,11,9,D9,C9,,5,4
R7759,2024-04-26 10:05:26.673946,2024-04-26 10:21:26.673946,Banjara Hills,17.41477669793581,78.45080989363936,Gachibowli,17.444783492568995,78.3473854090952,11.47,211.64,1.5,Completed,6,21,16,D3,C5,,5,5
R7760,2024-05-22 14:01:31.590161,2024-05-22 14:41:31.590161,Banjara Hills,17.426197380887796,78.44647363792869,Hitec City,17.456861014856337,78.38638406420402,7.23,196.76,1.0,Cancelled by Customer,9,37,40,D6,C12,,3,4
R7761,2024-05-01 11:09:41.382143,2024-05-01 11:39:41.382143,Banjara Hills,17.409539230313325,78.45154742600437,Gachibowli,17.44670565405249,78.35719494770096,10.83,224.96,1.2,Completed,4,25,30,D9,C3,,5,5
R7762,2024-04-30 07:55:47.244148,2024-04-30 08:08:47.244148,Banjara Hills,17.42057035568445,78.44232484283957,Hitec City,17.45027402136143,78.37387359391,7.98,165.26,1.0,Completed,4,8,13,D4,C15,,5,3
R7763,2024-03-23 13:14:38.639556,2024-03-23 13:47:38.639556,Gachibowli,17.43530554604006,78.34630208535535,Banjara Hills,17.419069318393333,78.44130069509055,10.24,222.38,1.0,Completed,6,28,33,D8,C1,,3,4
R7764,2024-06-22 03:55:58.623430,2024-06-22 04:22:58.623430,Hitec City,17.45441130831646,78.37371940553521,Gachibowli,17.436383120283587,78.34754849744252,3.42,131.54,1.0,Cancelled by Customer,8,24,27,D4,C8,,4,3
R7765,2024-01-14 20:54:12.186558,2024-01-14 21:08:12.186558,Gachibowli,17.430490070666842,78.34502272992455,Hitec City,17.456361957123463,78.38618613993894,5.23,133.76,1.0,Completed,6,19,14,D10,C14,,5,3
R7766,2024-04-04 10:07:25.271880,2024-04-04 10:35:25.271880,Hitec City,17.439879813710615,78.38599706093527,Hitec City,17.452063434821223,78.36873248020194,2.28,119.36,1.5,Cancelled by Customer,1,29,28,D2,C16,,5,3
R7767,2024-06-20 15:41:33.573126,2024-06-20 15:50:33.573126,Gachibowli,17.445288246643113,78.33932091619397,Hitec City,17.442045029422136,78.37311356477223,3.6,106.7,1.0,Cancelled by Customer,10,11,9,D4,C5,,5,4
R7768,2024-03-22 09:25:26.014289,2024-03-22 09:49:26.014289,Banjara Hills,17.408629220860377,78.44881470874527,Gachibowli,17.442553128320142,78.3409411673998,12.05,230.6,1.0,Cancelled by Customer,3,22,24,D8,C5,,5,3
R7769,2024-04-20 17:33:29.951601,2024-04-20 17:45:29.951601,Gachibowli,17.44314264249232,78.3461800811538,Gachibowli,17.43635507770439,78.35265997572152,1.02,80.24,1.2,Completed,7,11,12,D7,C2,,5,3
R7770,2024-04-30 20:34:59.729337,2024-04-30 21:09:59.729337,Banjara Hills,17.412535605387344,78.43880795359023,Banjara Hills,17.413423647131495,78.44614352029066,0.78,111.86,1.2,Completed,1,36,35,D7,C11,,3,5
R7771,2024-04-12 23:54:56.575896,2024-04-13 00:34:56.575896,Banjara Hills,17.418807182768152,78.45681162476822,Banjara Hills,17.42173485299799,78.4550308568139,0.38,114.56,1.5,Cancelled by Customer,1,37,40,D5,C13,,3,4
R7772,2024-05-26 06:48:31.092337,2024-05-26 07:08:31.092337,Gachibowli,17.449309370563928,78.35219108832852,Banjara Hills,17.416437528581735,78.44695291992619,10.7,208.4,1.2,Completed,4,23,20,D7,C18,,3,3
R7773,2024-03-27 10:14:31.880878,2024-03-27 10:54:31.880878,Hitec City,17.44046634249085,78.3809291971318,Gachibowli,17.44013077980953,78.34256057204738,4.07,158.84,1.5,Completed,10,39,40,D4,C7,,3,3
R7774,2024-01-21 11:06:06.885614,2024-01-21 11:42:06.885614,Banjara Hills,17.418085561481362,78.44294179641952,Hitec City,17.45237690593065,78.38667803002228,7.08,188.96,1.2,Completed,6,36,36,D7,C3,,4,5
R7775,2024-01-06 13:22:01.604692,2024-01-06 13:51:01.604692,Banjara Hills,17.417338094782473,78.45037066006482,Hitec City,17.437649660962755,78.38451565774808,7.34,181.58,1.5,Completed,2,28,29,D9,C9,,5,5
R7776,2024-03-23 19:58:47.717679,2024-03-23 20:12:47.717679,Banjara Hills,17.415876081179533,78.44422389903323,Gachibowli,17.440541501475835,78.343529433979,11.03,203.36,1.5,Completed,10,14,14,D6,C5,,4,5
R7777,2024-04-26 21:15:20.877829,2024-04-26 21:38:20.877829,Banjara Hills,17.413089887955305,78.45708235581549,Gachibowli,17.43918795408421,78.35886991727016,10.82,214.34,1.0,Cancelled by Customer,2,23,23,D6,C18,,5,3
R7778,2024-06-08 15:58:25.666860,2024-06-08 16:38:25.666860,Banjara Hills,17.413662820119352,78.44269750438824,Gachibowli,17.433311348090115,78.35116746624931,9.95,229.4,1.0,Completed,6,38,40,D1,C14,,3,5
R7779,2024-05-04 11:39:27.372819,2024-05-04 12:05:27.372819,Hitec City,17.450130181566323,78.37733119804489,Hitec City,17.443249305370824,78.37221549118814,0.94,100.28,1.5,Completed,9,29,26,D5,C7,,4,4
R7780,2024-05-05 13:57:30.557914,2024-05-05 14:33:30.557914,Gachibowli,17.444542982412457,78.35259135068199,Hitec City,17.44962552394134,78.38548497066881,3.53,146.36,1.0,Completed,9,36,36,D10,C14,,3,4
R7781,2024-04-19 03:14:41.951803,2024-04-19 03:48:41.951803,Hitec City,17.454970571447337,78.37154431732883,Gachibowli,17.435178178284158,78.35340200017579,2.92,136.04,1.2,Cancelled by Customer,10,31,34,D1,C20,,3,4
R7782,2024-05-18 13:45:05.365687,2024-05-18 14:11:05.365687,Hitec City,17.43774963177171,78.37056811396758,Banjara Hills,17.412004891432677,78.44170188208726,8.07,185.84,1.0,Cancelled by Customer,1,23,26,D8,C7,,4,4
R7783,2024-01-04 16:26:00.436096,2024-01-04 16:39:00.436096,Gachibowli,17.44780316959393,78.34017531670592,Banjara Hills,17.409132217036092,78.43883721150013,11.32,205.34,1.5,Cancelled by Customer,8,10,13,D2,C12,,4,5
R7784,2024-04-02 15:21:19.593086,2024-04-02 15:28:19.593086,Gachibowli,17.438738098173655,78.34341313493981,Banjara Hills,17.417000965125656,78.45748848117543,12.34,208.58,1.2,Completed,2,2,7,D5,C2,,3,5
R7785,2024-04-14 12:01:09.607890,2024-04-14 12:25:09.607890,Banjara Hills,17.408991948980344,78.45782385615017,Gachibowli,17.44838532290625,78.34724495834237,12.52,236.24,1.5,Completed,3,24,24,D3,C7,,4,5
R7786,2024-03-05 07:08:56.198567,2024-03-05 07:41:56.198567,Banjara Hills,17.423105650526168,78.45093388600785,Banjara Hills,17.425597549480607,78.44316838321784,0.87,109.94,1.2,Completed,7,30,33,D10,C14,,5,4
R7787,2024-01-06 15:42:56.647301,2024-01-06 16:07:56.647301,Banjara Hills,17.42137778082594,78.44530786771645,Banjara Hills,17.418482226202816,78.45758621265315,1.34,103.58,1.0,Cancelled by Customer,7,22,25,D8,C2,,3,4
R7788,2024-02-29 02:51:28.734281,2024-02-29 03:09:28.734281,Gachibowli,17.431276775794448,78.34490723106445,Hitec City,17.4528231647522,78.38427205175523,4.81,134.72,1.5,Cancelled by Customer,6,21,18,D9,C6,,4,4
R7789,2024-03-18 09:56:54.808897,2024-03-18 10:19:54.808897,Gachibowli,17.449473841939817,78.3455958450339,Gachibowli,17.444904542659952,78.35167772335602,0.82,94.34,1.0,Completed,3,25,23,D5,C4,,4,4
R7790,2024-06-27 21:16:54.634013,2024-06-27 21:54:54.634013,Banjara Hills,17.409529742439766,78.44384624018645,Hitec City,17.449041674044462,78.38381190377382,7.74,199.88,1.5,Cancelled by Customer,5,36,38,D6,C7,,5,5
R7791,2024-03-30 13:19:04.195562,2024-03-30 13:49:04.195562,Gachibowli,17.433037434728096,78.34074649837069,Gachibowli,17.443042462260518,78.34908448367521,1.42,112.04,1.0,Completed,4,33,30,D8,C2,,3,3
R7792,2024-04-23 13:49:38.835056,2024-04-23 14:08:38.835056,Gachibowli,17.444444856673847,78.33984436387159,Hitec City,17.444855276433568,78.37715085842451,3.96,126.02,1.2,Completed,10,18,19,D4,C2,,4,3
R7793,2024-05-02 21:56:16.011226,2024-05-02 22:36:16.011226,Banjara Hills,17.408462215564924,78.44356254662073,Banjara Hills,17.420967815222074,78.44783307064792,1.46,127.52,1.0,Completed,4,41,40,D1,C17,,3,5
R7794,2024-01-30 16:44:48.387486,2024-01-30 17:12:48.387486,Hitec City,17.448436967277246,78.37376327526057,Banjara Hills,17.41643717781825,78.44361100776568,8.22,190.64,1.5,Completed,7,32,28,D4,C8,,5,4
R7795,2024-03-27 15:52:44.861500,2024-03-27 16:07:44.861500,Gachibowli,17.43987579276165,78.34939502678144,Gachibowli,17.442342607721354,78.34333240498839,0.7,80.9,1.2,Completed,10,16,15,D9,C9,,3,3
R7796,2024-03-15 04:00:01.267235,2024-03-15 04:25:01.267235,Gachibowli,17.44309943536449,78.34068306955619,Gachibowli,17.44801594207357,78.34964469146978,1.1,100.7,1.2,Cancelled by Customer,9,21,25,D9,C10,,3,4
R7797,2024-06-14 04:03:18.844566,2024-06-14 04:31:18.844566,Hitec City,17.44750995138981,78.3865653337143,Banjara Hills,17.41462622746084,78.44738786415346,7.42,181.04,1.2,Cancelled by Customer,6,29,28,D6,C16,,4,4
R7798,2024-06-21 23:28:09.152519,2024-06-21 23:53:09.152519,Gachibowli,17.43348593529261,78.3451506447857,Gachibowli,17.44670223458231,78.35661875893118,1.91,110.42,1.2,Cancelled by Customer,1,24,25,D7,C4,,4,3
R7799,2024-05-05 13:01:35.024704,2024-05-05 13:35:35.024704,Hitec City,17.441744986766945,78.38530934863077,Hitec City,17.450770263051094,78.36964253984912,1.94,124.28,1.0,Completed,4,29,34,D2,C8,,3,3
R7800,2024-03-02 05:29:07.529418,2024-03-02 05:46:07.529418,Gachibowli,17.43769336660671,78.34714687666475,Hitec City,17.44987092679639,78.37764488040347,3.51,117.62,1.0,Completed,6,20,17,D5,C9,,4,3
R7801,2024-05-06 07:03:42.664675,2024-05-06 07:28:42.664675,Banjara Hills,17.41553433188753,78.44817667347226,Hitec City,17.446968867242624,78.38552355845792,7.51,177.62,1.0,Cancelled by Customer,10,25,25,D1,C3,,3,5
R7802,2024-01-14 14:52:22.456882,2024-01-14 15:18:22.456882,Banjara Hills,17.414086741479753,78.44845547971686,Banjara Hills,17.40930828572661,78.44789432012735,0.53,95.36,1.0,Completed,7,26,26,D10,C14,,4,5
R7803,2024-05-11 01:01:46.891918,2024-05-11 01:13:46.891918,Banjara Hills,17.4242741560422,78.44805435718888,Gachibowli,17.432471497518648,78.34942411627416,10.5,194.0,1.2,Completed,10,15,12,D8,C2,,3,5
R7804,2024-05-21 03:23:38.925091,2024-05-21 03:56:38.925091,Banjara Hills,17.4082728616316,78.4453914007255,Hitec City,17.45684667641066,78.37520901134027,9.2,209.9,1.2,Cancelled by Customer,3,35,33,D6,C19,,4,3
R7805,2024-05-11 23:18:54.269096,2024-05-11 23:55:54.269096,Gachibowli,17.430541910883132,78.3478033342732,Banjara Hills,17.425158362810915,78.44114469958468,9.92,224.54,1.0,Cancelled by Customer,10,41,37,D4,C15,,3,4
R7806,2024-02-15 16:17:52.241351,2024-02-15 16:42:52.241351,Banjara Hills,17.415304717721575,78.44799758181365,Hitec City,17.44867461282619,78.37411792656943,8.67,191.54,1.0,Cancelled by Customer,6,24,25,D7,C6,,5,3
R7807,2024-06-22 23:36:49.068740,2024-06-23 00:16:49.068740,Gachibowli,17.44911607823338,78.35505932817287,Gachibowli,17.43862504845999,78.35034667563151,1.27,125.24,1.5,Completed,6,39,40,D2,C20,,5,4
R7808,2024-03-07 07:21:58.138616,2024-03-07 07:28:58.138616,Banjara Hills,17.411806714820084,78.45086385215866,Gachibowli,17.440159125474832,78.35341844949673,10.81,190.22,1.5,Completed,8,8,7,D9,C2,,3,3
R7809,2024-04-05 08:23:38.900492,2024-04-05 08:41:38.900492,Gachibowli,17.44347940539723,78.35152202325474,Hitec City,17.439581903834977,78.3745640546121,2.48,106.76,1.0,Completed,5,22,18,D1,C20,,3,3
R7810,2024-01-04 14:09:54.448814,2024-01-04 14:37:54.448814,Hitec City,17.446076726804417,78.38176646704736,Gachibowli,17.436571585100772,78.34223233613275,4.33,143.96,1.5,Completed,3,26,28,D4,C7,,4,5
R7811,2024-06-11 02:28:24.189018,2024-06-11 02:44:24.189018,Gachibowli,17.435456173825497,78.34160770085853,Banjara Hills,17.4188295988355,78.45258552117978,11.92,217.04,1.5,Completed,8,11,16,D7,C16,,4,5
R7812,2024-06-30 18:47:17.232844,2024-06-30 18:54:17.232844,Banjara Hills,17.41209732239241,78.45829250604446,Hitec City,17.440723069266383,78.36841314590167,10.05,181.1,1.2,Cancelled by Customer,2,9,7,D2,C15,,5,4
R7813,2024-01-23 18:16:37.680136,2024-01-23 18:21:37.680136,Gachibowli,17.433045495050827,78.34385089054487,Gachibowli,17.435475206066666,78.3477613791854,0.5,63.5,1.2,Cancelled by Customer,10,5,5,D5,C18,,4,5
R7814,2024-05-23 18:35:46.807982,2024-05-23 19:09:46.807982,Gachibowli,17.438531020303625,78.3587081131298,Gachibowli,17.435559574364007,78.34503030864492,1.49,118.88,1.0,Completed,8,37,34,D3,C9,,5,5
R7815,2024-06-09 16:12:48.551627,2024-06-09 16:42:48.551627,Gachibowli,17.435146383331123,78.35459796525102,Hitec City,17.440108073801234,78.37654658484142,2.39,123.68,1.2,Completed,10,31,30,D9,C14,,4,5
R7816,2024-06-22 12:09:22.169231,2024-06-22 12:31:22.169231,Hitec City,17.449922473506106,78.37661723174753,Gachibowli,17.440439895983797,78.33967468373544,4.06,131.72,1.2,Completed,7,19,22,D3,C11,,5,3
R7817,2024-04-15 00:37:47.029497,2024-04-15 01:08:47.029497,Banjara Hills,17.414646971173863,78.45345433049997,Gachibowli,17.442888428211358,78.35690747654837,10.71,225.02,1.5,Completed,10,28,31,D9,C7,,4,4
R7818,2024-06-09 07:45:09.875386,2024-06-09 08:13:09.875386,Banjara Hills,17.420451373175577,78.4542862516831,Hitec City,17.44545023770701,78.3782132530932,8.54,194.48,1.0,Completed,5,27,28,D3,C5,,5,3
R7819,2024-03-22 06:25:32.958437,2024-03-22 06:37:32.958437,Banjara Hills,17.41514631717282,78.44607739493247,Hitec City,17.45105953514759,78.36694585028816,9.3,179.6,1.5,Cancelled by Customer,9,14,12,D2,C8,,4,5
R7820,2024-04-22 02:51:40.656393,2024-04-22 03:02:40.656393,Hitec City,17.446999015006526,78.38447486996164,Gachibowli,17.440845756562087,78.34461458726518,4.28,117.86,1.0,Cancelled by Customer,10,10,11,D6,C20,,4,3
R7821,2024-05-19 01:42:44.617389,2024-05-19 02:01:44.617389,Banjara Hills,17.424659057754514,78.44380223625222,Gachibowli,17.431699556206762,78.35324144638146,9.64,194.18,1.0,Completed,5,14,19,D10,C16,,5,5
R7822,2024-03-28 13:51:19.873844,2024-03-28 14:26:19.873844,Banjara Hills,17.413058067752992,78.45652062827017,Hitec City,17.439094210657643,78.37834880883804,8.78,207.86,1.5,Cancelled by Customer,7,40,35,D5,C2,,3,5
R7823,2024-03-18 00:20:13.790150,2024-03-18 00:34:13.790150,Gachibowli,17.438210568902786,78.34824750234607,Gachibowli,17.43586294326849,78.35570091574371,0.83,80.96,1.2,Cancelled by Customer,10,11,14,D2,C8,,5,5
R7824,2024-05-12 14:35:34.060752,2024-05-12 15:03:34.060752,Gachibowli,17.448809067721424,78.34494246063394,Gachibowli,17.43979231871129,78.35051665400438,1.16,105.92,1.0,Cancelled by Customer,10,24,28,D8,C14,,3,5
R7825,2024-03-21 21:54:24.901717,2024-03-21 22:25:24.901717,Hitec City,17.45369100976157,78.36829142445933,Hitec City,17.44127391526393,78.37357091914188,1.49,114.38,1.2,Cancelled by Customer,1,29,31,D2,C13,,3,4
R7826,2024-02-14 11:01:31.568572,2024-02-14 11:06:31.568572,Banjara Hills,17.409115697028685,78.45114646028767,Banjara Hills,17.417841590169605,78.44090651554454,1.46,75.02,1.5,Completed,3,8,5,D4,C7,,5,5
R7827,2024-01-17 21:24:13.283107,2024-01-17 21:54:13.283107,Hitec City,17.443525343872892,78.37788167843115,Gachibowli,17.43750973076324,78.34508120986422,3.54,137.48,1.5,Cancelled by Customer,9,30,30,D2,C3,,5,5
R7828,2024-05-05 11:01:46.233674,2024-05-05 11:28:46.233674,Hitec City,17.450300236782937,78.38430615251033,Gachibowli,17.442357679392234,78.34968392631104,3.78,135.86,1.0,Completed,10,22,27,D2,C17,,5,5
R7829,2024-06-22 11:32:50.875982,2024-06-22 12:03:50.875982,Hitec City,17.455459441860125,78.37279892735009,Hitec City,17.448243372424905,78.37528969526801,0.84,106.58,1.2,Cancelled by Customer,8,32,31,D9,C15,,5,5
R7830,2024-03-16 06:04:43.484137,2024-03-16 06:09:43.484137,Gachibowli,17.432606593104392,78.33987958672508,Gachibowli,17.43888218128518,78.34184322243235,0.73,66.26,1.5,Cancelled by Customer,6,0,5,D5,C11,,5,5
R7831,2024-06-22 08:46:05.449979,2024-06-22 08:59:05.449979,Hitec City,17.454536570010948,78.37753994121825,Gachibowli,17.447201801470293,78.35326607569503,2.7,101.9,1.5,Cancelled by Customer,5,11,13,D7,C10,,5,5
R7832,2024-04-05 06:59:54.246156,2024-04-05 07:04:54.246156,Banjara Hills,17.40758979556378,78.4574802234295,Banjara Hills,17.42425778260868,78.44101336607343,2.55,88.1,1.5,Completed,10,6,5,D3,C20,,5,5
R7833,2024-04-19 07:59:24.312400,2024-04-19 08:19:24.312400,Gachibowli,17.43352614595448,78.3585849754072,Banjara Hills,17.421200820142133,78.45390835357615,10.21,202.52,1.2,Cancelled by Customer,10,20,20,D8,C20,,4,3
R7834,2024-02-14 01:17:15.213602,2024-02-14 01:51:15.213602,Gachibowli,17.450153769324924,78.34465120106782,Banjara Hills,17.417432679672505,78.45442116590146,12.2,247.4,1.2,Cancelled by Customer,4,35,34,D9,C13,,4,5
R7835,2024-01-01 17:16:02.469505,2024-01-01 17:36:02.469505,Banjara Hills,17.420828820739853,78.45729275864744,Gachibowli,17.440692695347128,78.35477396376523,11.1,213.2,1.5,Cancelled by Customer,10,25,20,D3,C12,,5,3
R7836,2024-06-23 16:28:07.788822,2024-06-23 16:47:07.788822,Gachibowli,17.43790377143735,78.34811989874522,Gachibowli,17.438119592024616,78.34976956939867,0.18,80.66,1.0,Completed,1,15,19,D1,C2,,5,4
R7837,2024-01-22 19:30:05.990854,2024-01-22 19:38:05.990854,Banjara Hills,17.414009031447993,78.45490611656577,Hitec City,17.449043024105862,78.37602827169245,9.23,172.76,1.2,Cancelled by Customer,8,9,8,D2,C3,,5,5
R7838,2024-04-16 10:18:18.223507,2024-04-16 10:49:18.223507,Banjara Hills,17.421945241607332,78.45053764757364,Banjara Hills,17.411911278414397,78.45139237049584,1.12,109.94,1.0,Completed,1,36,31,D8,C11,,4,5
R7839,2024-04-22 01:54:22.437361,2024-04-22 02:12:22.437361,Banjara Hills,17.4154956512929,78.43931414126418,Banjara Hills,17.407423638244612,78.45037971052813,1.48,94.76,1.0,Cancelled by Customer,4,14,18,D6,C11,,4,4
R7840,2024-02-25 02:03:38.962201,2024-02-25 02:18:38.962201,Hitec City,17.448741166209363,78.36981139902082,Gachibowli,17.43138105129929,78.3549186437153,2.49,102.38,1.0,Completed,8,14,15,D4,C3,,5,4
R7841,2024-01-26 18:48:36.984175,2024-01-26 19:01:36.984175,Banjara Hills,17.419168332552513,78.44299234661074,Gachibowli,17.448810686366006,78.3425235301348,11.16,203.42,1.0,Completed,8,17,13,D2,C10,,3,3
R7842,2024-02-18 06:31:17.046518,2024-02-18 06:54:17.046518,Banjara Hills,17.415346375260317,78.4444281901365,Hitec City,17.437743059609787,78.37389269961461,7.89,179.18,1.0,Completed,6,23,23,D1,C12,,5,4
R7843,2024-01-22 08:08:31.084700,2024-01-22 08:33:31.084700,Hitec City,17.446955122107916,78.37027394338533,Hitec City,17.45680919427938,78.37778229948663,1.35,103.7,1.0,Cancelled by Customer,4,22,25,D10,C9,,5,5
R7844,2024-02-04 00:04:02.996843,2024-02-04 00:23:02.996843,Gachibowli,17.448355999759148,78.34632741163661,Banjara Hills,17.41422742391294,78.45085991352535,11.72,219.14,1.2,Completed,5,15,19,D1,C4,,3,5
R7845,2024-01-13 21:17:42.827885,2024-01-13 21:52:42.827885,Banjara Hills,17.42592347183145,78.44813544182827,Hitec City,17.45523746125385,78.37074776023505,8.83,208.46,1.0,Completed,1,36,35,D4,C14,,3,4
R7846,2024-04-28 18:57:59.387370,2024-04-28 19:14:59.387370,Gachibowli,17.443466828874023,78.34674455247469,Banjara Hills,17.409590011396247,78.4448391312783,11.07,208.34,1.0,Completed,5,20,17,D2,C18,,5,4
R7847,2024-06-23 01:58:41.908284,2024-06-23 02:14:41.908284,Banjara Hills,17.42291771531453,78.44589642603552,Gachibowli,17.43420544559867,78.34105199698597,11.19,208.28,1.2,Completed,4,15,16,D9,C11,,3,3
R7848,2024-05-09 15:18:20.035321,2024-05-09 15:27:20.035321,Banjara Hills,17.416247420525277,78.4500331597146,Gachibowli,17.445334285025794,78.35804977755917,10.28,186.86,1.5,Cancelled by Customer,7,7,9,D5,C13,,4,5
R7849,2024-05-17 18:42:29.009154,2024-05-17 18:54:29.009154,Hitec City,17.446572406183638,78.38550102200635,Hitec City,17.44128089141328,78.36980250353646,1.77,89.24,1.5,Completed,2,14,12,D6,C17,,4,3
R7850,2024-02-27 16:06:24.836268,2024-02-27 16:34:24.836268,Banjara Hills,17.419524626224593,78.45688502092305,Banjara Hills,17.416064611071214,78.45414684744114,0.48,97.76,1.0,Cancelled by Customer,2,25,28,D6,C9,,5,5
R7851,2024-03-07 05:19:57.256522,2024-03-07 05:37:57.256522,Banjara Hills,17.423485581807014,78.45836620854254,Banjara Hills,17.408070601789444,78.44889976513663,1.99,100.88,1.0,Completed,9,14,18,D9,C12,,3,4
R7852,2024-05-02 19:37:35.540280,2024-05-02 20:01:35.540280,Gachibowli,17.440465404966922,78.35019918027177,Gachibowli,17.434290177448897,78.35794243183211,1.07,98.84,1.2,Completed,2,21,24,D5,C16,,3,3
R7853,2024-03-29 19:37:44.074642,2024-03-29 19:51:44.074642,Hitec City,17.454221304123323,78.37983726277992,Hitec City,17.442595264449917,78.38072253254305,1.3,86.6,1.0,Completed,7,17,14,D1,C10,,3,5
